0.39373794	0.014579235	0.22960462	0.43424234	0.2301872	0.15493993	0.059218176	-0.012245162	-0.45088252	0.5707626	0.05954648	0.072239034	0.12448013	0.17946967	-0.02021045	0.10457247
1.007775	0.054205693	0.102843754	0.6305199	-0.3178406	0.7498705	-0.41575024	0.37974402	-1.0384022	0.5710023	0.2557678	0.41047215	0.105765425	-0.37039405	0.17443274	-0.27029884
-0.35702756	-0.0154569615	0.4763041	0.46597046	0.59692997	-0.10405878	0.2139749	-0.07878104	-0.13769615	0.6153326	-0.093542755	-0.06399674	-0.051905505	0.16385105	-0.0062827645	0.18442148
0.15248105	-0.12877668	0.18331473	0.38545656	0.39721054	0.042228967	0.22505116	-0.14460203	-0.22291847	0.38175222	-0.16705196	-0.08792774	-0.028934522	0.26850364	-0.09856297	0.2287847
0.3828661	0.020817135	0.1152516	0.32962048	0.18493052	-0.01708438	0.114769764	-0.10902447	-0.24484588	0.3996461	0.043605186	0.034450468	0.1476248	0.27661234	-0.017067302	0.12124468
-0.941858	-0.10002347	0.6687294	0.30974215	1.0136207	-0.4982344	0.6585958	-0.29611596	0.5745382	0.45907432	-0.40075988	-0.35913077	-0.27385238	0.431111	-0.19291642	0.4330559
0.19963571	-0.0059760422	0.23968276	0.294625	0.30261847	0.41872162	-0.012169264	0.10284703	-0.4867279	0.31740314	-0.05365966	0.051776234	-0.12201348	-0.040659197	-0.0182047	-0.035549294
0.020687044	0.15670012	0.33363613	0.3968779	0.101982005	-0.23206556	-0.097620524	0.09729207	-0.2562403	0.42565247	0.095975816	0.14711164	0.2229935	-0.012139201	0.12871353	-0.09262184
-0.7982841	0.017600005	0.17124945	-0.25309575	0.5750526	-0.9432167	0.49775773	-0.56329536	0.7786702	0.099989355	-0.2647088	-0.26477137	0.47514004	0.7761896	-0.15183942	0.47835904
-0.22862129	0.043938417	0.43704215	0.39359412	0.36498782	-0.08805635	0.11789224	0.11419935	-0.15229242	0.4623867	-0.047176745	0.045749854	-0.08081689	0.035965025	0.024420248	-0.004360656
-0.4671772	0.4539044	0.7009387	0.7134053	0.37282833	0.1134866	-0.30055782	0.45822707	-0.4630358	0.71418124	0.36002773	0.46740422	-0.08936649	-0.52365196	0.4482686	-0.43436506
0.06572002	0.52349037	0.4511453	0.1576664	-0.2216552	-0.820238	-0.16452503	-0.09062824	0.23175709	0.55855894	0.27606764	0.2691452	0.9094714	0.20668693	0.28361565	-0.058296993
0.043227307	-0.040905323	-0.0011195423	0.016195152	0.1467361	-0.45191652	0.22795427	-0.42194265	0.19420204	0.25934863	-0.04533678	-0.086144984	0.44512826	0.52207536	-0.12221846	0.29274738
0.79499763	-0.150718	0.018579451	0.4082242	0.06852096	0.7742571	-0.12001717	0.12102258	-0.74320847	0.3719483	-0.018855369	0.042260535	-0.21268277	-0.045172114	-0.092866175	-0.0044560977
1.2787505	-0.3869023	-0.68569905	0.09299665	-0.45893633	0.9238195	-0.1543001	0.039454665	-1.0716732	0.026594391	-0.0032813025	-0.019585181	-0.05357164	0.11102998	-0.30683738	0.033104997
0.9725643	0.07152673	-0.17632787	0.34568775	-0.626445	0.45171583	-0.4806952	0.298973	-0.8249319	0.36897454	0.38323194	0.39514658	0.37833086	-0.19503221	0.16649486	-0.29502705
1.0895797	-0.04287959	-0.47209463	-0.029809117	-0.648331	0.31795704	-0.26396534	-0.05923192	-0.5900235	0.10811186	0.21683471	0.19134219	0.46044832	0.17877276	-0.08960076	0.03646835
0.6904934	-0.28031716	-0.25378215	0.06184254	0.03137655	0.63631874	0.11250208	-0.12345629	-0.5739524	0.0020894506	-0.22266187	-0.10567283	-0.18008015	0.19968732	-0.30865714	0.1888933
-0.91108084	-0.58772093	0.43157816	0.45896214	1.3500999	1.0955224	0.7445001	-0.15175255	-0.22837771	0.33786005	-0.63145393	-0.4966221	-1.4059426	0.2357203	-0.36377734	0.3653863
0.0035124375	-0.018710272	0.15887803	0.3858668	0.34820276	0.16887851	0.1863519	-0.118412144	-0.24891467	0.3975438	-0.14936142	-0.009516351	-0.2203479	0.1188526	-0.08338303	0.08799488
-0.21329474	0.045802355	0.46047682	0.5201859	0.45858487	0.045568928	0.14621359	-0.016112806	-0.16338137	0.6019179	-0.041647416	0.061165053	-0.13779816	0.05604892	0.10078164	0.037516516
-0.22007538	0.13913624	0.2506718	0.01329469	0.07075336	-0.66151834	0.04148192	-0.09858281	0.28068787	0.12424332	0.072784856	0.016891744	0.3544947	0.06989676	0.10456779	0.06999873
0.63633496	0.21065079	-0.122792296	-0.0086708665	-0.545411	-0.13979688	-0.30800372	0.051299155	-0.31201428	0.096343614	0.21740462	0.22764061	0.5981229	-0.040300872	0.14349364	-0.23516375
0.13490464	0.18622163	0.33538267	0.3950103	0.014677567	0.28008655	-0.16850154	0.37514418	-0.4559665	0.3874871	0.22117342	0.24267161	-0.091478445	-0.34948778	0.23379011	-0.27671483
0.5047852	-0.080826536	0.021705827	0.17568307	-0.028008206	0.27088875	-0.008550136	0.002343741	-0.3038134	0.20104249	-0.0067013996	0.024681753	0.042095445	0.02223747	-0.08467654	0.07331932
-0.41665483	0.36950162	0.36174694	0.069464006	0.12636712	-0.79291695	0.11960993	-0.21166092	0.45098606	0.31849682	0.14989097	0.08097386	0.6097871	0.36070794	0.1398908	0.10652286
0.3378615	-0.21646465	-0.34381795	-0.23804685	0.1723247	-0.047509115	0.28641033	-0.47577727	0.018422358	-0.03810679	-0.30989683	-0.34413382	0.13220805	0.6591578	-0.30496293	0.46532688
0.9282174	0.9227716	0.27481413	0.23865558	-1.104949	-1.1712939	-0.88614774	0.57704026	-0.45982262	0.4818706	0.88361263	0.9020824	1.1325072	-0.64666826	0.78751916	-0.8005062
0.3021188	0.032742787	0.41714793	0.6277836	0.19674945	0.48803166	-0.07326876	0.2308065	-0.6027569	0.5787234	0.16197051	0.21877411	-0.20476747	-0.22497061	0.14048822	-0.12919702
0.5290073	-0.033715732	0.07365522	0.3424987	-0.05729211	0.4310565	-0.10203935	0.19883204	-0.54535735	0.27222046	0.05786089	0.13942732	-0.06694449	-0.14876287	0.07281521	-0.16801481
0.23792025	0.26271918	0.06780224	0.11096665	-0.14665848	-0.48676774	-0.02346858	-0.20304227	0.06822504	0.3729172	0.19882026	0.18239002	0.6229034	0.41986686	0.08626656	0.07522649
0.27724528	0.9177434	0.5879178	0.044861004	-0.76925075	-1.1389127	-0.6848646	0.32833803	0.34835425	0.48868573	0.6645665	0.7072785	1.1415802	-0.27841514	0.7342012	-0.5080637
0.32292697	-0.14151157	-0.28219548	-0.17137611	0.12226508	-0.0677885	0.34731606	-0.49121338	0.00130626	0.15381259	-0.20080023	-0.1994461	0.25302318	0.6497725	-0.20206642	0.50749874
0.223397	0.00016658453	-0.1659485	-0.18904923	-0.13809156	-0.41198286	0.088581115	-0.3870924	0.23975831	0.032852337	-0.022485696	-0.11524378	0.46027467	0.45779154	-0.07454332	0.25444028
0.8707597	-0.11811642	-0.03109004	0.5978922	-0.17975415	0.7644278	-0.26827693	0.2573355	-1.0172632	0.51560664	0.16043767	0.20582925	-0.22946115	-0.24231762	0.0033510127	-0.22242874
-0.90289354	0.11853126	0.5549756	0.27686203	0.68920124	-0.642091	0.38248485	-0.2622739	0.4302565	0.37078208	-0.18622652	-0.10635776	0.084245406	0.29068425	0.12088475	0.20617211
-0.4431163	0.048960175	0.38450798	0.21712941	0.3529841	-0.18933108	0.101005845	0.076688625	0.050775573	0.22789599	-0.05997084	-0.012262364	-0.053719614	-0.0055842423	0.027964195	0.041103933
-0.069359794	-0.67648447	-0.1573668	-0.17687333	1.1625607	0.44335896	0.9273241	-0.7553674	0.35563964	-0.112601414	-0.83928937	-0.82590526	-0.92301786	0.8689563	-0.70989585	0.87666506
